#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Azospirillum brasilense","Bacteria;Pseudomonadota;Alphaproteobacteria","MTCC4039","SAMN10036345","PRJNA490424","GCA_005222205.1","Complete",7.19625,68.9535,"chromosome:NZ_CP032345.1/CP032345.1; plasmid p1:NZ_CP032346.1/CP032346.1; plasmid p2:NZ_CP032347.1/CP032347.1; plasmid p3:NZ_CP032349.1/CP032349.1; plasmid p4:NZ_CP032348.1/CP032348.1; plasmid p5:NZ_CP032350.1/CP032350.1",,6,6343,"2019-05-07T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/205/GCF_005222205.1_ASM522220v1"
"Vibrio campbellii","Bacteria;Pseudomonadota;Gammaproteobacteria","20130629003S01","SAMN06310879","PRJNA371682","GCA_002140055.1","Complete",6.37132,45.2075,"chromosome I:NZ_CP020076.1/CP020076.1; chromosome II:NZ_CP020077.1/CP020077.1; plasmid pVCGX1:NZ_CP020078.1/CP020078.1; plasmid pVCGX2:NZ_CP020079.1/CP020079.1; plasmid pVCGX3:NZ_CP020080.1/CP020080.1; plasmid pVCGX4:NZ_CP020081.1/CP020081.1",,6,5677,"2017-05-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/055/GCF_002140055.1_ASM214005v1"
"Streptococcus canis","Bacteria;Terrabacteria group;Bacillota","HL_98_2","SAMN13091861","PRJNA564371","GCA_010993865.2","Complete",2.17626,39.7,"chromosome:NZ_CP053789.1/CP053789.1",,1,1965,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/993/865/GCA_010993865.2_ASM1099386v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/993/865/GCF_010993865.2_ASM1099386v2"
"Staphylococcus xylosus","Bacteria;Terrabacteria group;Bacillota","HKUOPL8","SAMN02639856","PRJNA237847","GCA_000706685.1","Complete",2.86696,32.7633,"chromosome:NZ_CP007208.1/CP007208.1; plasmid unnamed:NZ_CP007209.1/CP007209.1",,2,2608,"2014-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/685/GCA_000706685.1_ASM70668v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/706/685/GCF_000706685.1_ASM70668v1"
"Wolbachia endosymbiont of Diaphorina citri","Bacteria;Pseudomonadota;Alphaproteobacteria","KPSwDi3891","SAMN13940806","PRJNA603775","GCA_019355235.1","Complete",1.51504,34,"chromosome:NZ_CP048820.1/CP048820.1",,1,1201,"2021-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/355/235/GCA_019355235.1_ASM1935523v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/355/235/GCF_019355235.1_ASM1935523v1"
"Rickettsia japonica","Bacteria;Pseudomonadota;Alphaproteobacteria","Tsuneishi","SAMD00053842","PRJDB4932","GCA_002357115.1","Complete",1.28403,32.4,"chromosome:NZ_AP017581.1/AP017581.1",,1,1297,"2017-01-23T23:03:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/115/GCF_002357115.1_ASM235711v1"
"Peribacillus simplex","Bacteria;Terrabacteria group;Bacillota","SH-B26","SAMN03372368","PRJNA276291","GCA_001578185.1","Complete",5.52172,39.7883,"chromosome:NZ_CP011008.1/CP011008.1; plasmid pSHB26:NZ_CP011009.1/CP011009.1",,2,4937,"2016-03-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/185/GCF_001578185.1_ASM157818v1"
"Arsenophonus nasoniae","Bacteria;Pseudomonadota;Gammaproteobacteria","aPv","SAMN34236251","PRJNA956975","GCA_029873495.1","Complete",4.29692,38.4329,"chromosome:CP123504.1; plasmid paPv1:CP123505.1; plasmid paPv2:CP123506.1; plasmid paPv3:CP123507.1; plasmid paPv4:CP123508.1; plasmid paPv5:CP123509.1; plasmid paPv6:CP123510.1; plasmid paPv7:CP123511.1; plasmid paPv8:CP123512.1; plasmid paPv9:CP123513.1; plasmid paPv10:CP123514.1; plasmid paPv11:CP123515.1; plasmid paPv12:CP123516.1; plasmid paPv13:CP123517.1; plasmid paPv14:CP123518.1; plasmid paPv15:CP123519.1; plasmid paPv16:CP123520.1; plasmid paPv17:CP123521.1; plasmid paPv18:CP123522.1",,19,4142,"2023-04-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/873/495/GCF_029873495.1_ASM2987349v1"
"Moraxella bovoculi","Bacteria;Pseudomonadota;Gammaproteobacteria","58069","SAMN03577769","PRJNA282717","GCA_000988605.1","Complete",2.24362,45.3722,"chromosome:NZ_CP011374.1/CP011374.1; plasmid unnamed:NZ_CP011375.1/CP011375.1",,2,2027,"2015-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/988/605/GCA_000988605.1_ASM98860v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/605/GCF_000988605.1_ASM98860v1"
"Xanthomonas hortorum pv. gardneri","Bacteria;Pseudomonadota;Gammaproteobacteria","ICMP 7383","SAMN05823150","PRJNA344031","GCA_001908775.1","Complete",5.62545,63.2927,"chromosome:NZ_CP018731.1/CP018731.1; plasmid pICMP7383.1:NZ_CP018732.1/CP018732.1; plasmid pICMP7383.2:NZ_CP018733.1/CP018733.1; plasmid pICMP7383.3:NZ_CP018734.1/CP018734.1",,4,4622,"2016-12-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/775/GCF_001908775.1_ASM190877v1"
"Leclercia adecarboxylata","Bacteria;Pseudomonadota;Gammaproteobacteria","YZ30","SAMN17257735","PRJNA690698","GCA_023612295.1","Complete",4.95883,56.0239,"chromosome:NZ_CP068234.1/CP068234.1; plasmid unnamed1:NZ_CP068235.1/CP068235.1; plasmid unnamed2:NZ_CP068236.1/CP068236.1",,3,4567,"2022-05-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/612/295/GCA_023612295.1_ASM2361229v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/612/295/GCF_023612295.1_ASM2361229v1"
"Acinetobacter ursingii","Bacteria;Pseudomonadota;Gammaproteobacteria","M3","SAMD00129509","PRJDB7166","GCA_003966675.1","Complete",3.569,40.2065,"chromosome 1:NZ_AP018824.1/AP018824.1; plasmid pAURM-1:NZ_AP018825.1/AP018825.1; plasmid pAURM-2:NZ_AP018826.1/AP018826.1",,3,3146,"2018-07-27T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/675/GCF_003966675.1_ASM396667v1"
"Raoultella planticola","Bacteria;Pseudomonadota;Gammaproteobacteria","JBIWA001","SAMN18916998","PRJNA725976","GCA_019968885.1","Complete",6.17297,55.6052,"chromosome:NZ_CP074182.1/CP074182.1; plasmid pJBIWA001_1:NZ_CP074183.1/CP074183.1; plasmid pJBIWA001_10:NZ_CP074192.1/CP074192.1; plasmid pJBIWA001_11:NZ_CP074193.1/CP074193.1; plasmid pJBIWA001_12:NZ_CP074194.1/CP074194.1; plasmid pJBIWA001_2:NZ_CP074184.1/CP074184.1; plasmid pJBIWA001_3:NZ_CP074185.1/CP074185.1; plasmid pJBIWA001_4:NZ_CP074186.1/CP074186.1; plasmid pJBIWA001_5:NZ_CP074187.1/CP074187.1; plasmid pJBIWA001_6:NZ_CP074188.1/CP074188.1; plasmid pJBIWA001_7:NZ_CP074189.1/CP074189.1; plasmid pJBIWA001_8:NZ_CP074190.1/CP074190.1; plasmid pJBIWA001_9:NZ_CP074191.1/CP074191.1",,13,5712,"2021-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/968/885/GCA_019968885.1_ASM1996888v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/968/885/GCF_019968885.1_ASM1996888v1"
"Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260","Bacteria;Campylobacterota;Epsilonproteobacteria","LMG 9260","SAMN03737973","PRJNA66795","GCA_001643955.1","Complete",1.75338,34,"chromosome:NZ_CP015575.1/CP015575.1",,1,1755,"2016-05-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/955/GCF_001643955.1_ASM164395v1"
"Enterococcus durans","Bacteria;Terrabacteria group;Bacillota","KCTC 13289","SAMN16925173","PRJNA680827","GCA_015999505.1","Complete",3.1372,37.9195,"chromosome:NZ_CP065535.1/CP065535.1; plasmid pEDU98D1:NZ_CP065536.1/CP065536.1; plasmid pEDU98D2:NZ_CP065537.1/CP065537.1; plasmid pEDU98D3:NZ_CP065538.1/CP065538.1",,4,2817,"2020-12-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/999/505/GCA_015999505.1_ASM1599950v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/999/505/GCF_015999505.1_ASM1599950v1"
"Campylobacter sputorum aubsp. sputorum RM3237","Bacteria;Campylobacterota;Epsilonproteobacteria","RM3237","SAMN03737991","PRJNA66801","GCA_002220795.1","Complete",1.75226,29.7,"chromosome:NZ_CP019682.1/CP019682.1",,1,1734,"2017-07-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/795/GCF_002220795.1_ASM222079v1"
"Aliarcobacter cryaerophilus","Bacteria;Campylobacterota;Epsilonproteobacteria","16CS0830-1","SAMN14846593","PRJNA632720","GCA_014352895.1","Complete",2.05416,27.5,"chromosome:NZ_CP060692.1/CP060692.1",,1,2029,"2020-09-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/352/895/GCA_014352895.1_ASM1435289v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/352/895/GCF_014352895.1_ASM1435289v1"
"Pseudomonas synxantha","Bacteria;Pseudomonadota;Gammaproteobacteria","2-79","SAMN08359175","PRJNA433211","GCA_003851495.1","Complete",6.46061,59.8,"chromosome:NZ_CP027755.1/CP027755.1",,1,5623,"2018-11-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/495/GCF_003851495.1_ASM385149v1"
"Rhodococcus pyridinivorans","Bacteria;Terrabacteria group;Actinomycetota","P23","SAMN31691423","PRJNA900407","GCA_026802115.1","Complete",6.36852,67.5328,"chromosome:NZ_CP113798.1/CP113798.1; plasmid pA:NZ_CP113799.1/CP113799.1; plasmid pB:NZ_CP113800.1/CP113800.1; plasmid pC:NZ_CP113801.1/CP113801.1; plasmid pD:NZ_CP113802.1/CP113802.1",,5,5647,"2022-12-11T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/802/115/GCF_026802115.1_ASM2680211v1"
"Rhodococcus ruber","Bacteria;Terrabacteria group;Actinomycetota","P14","SAMN07836922","PRJNA415879","GCA_002741725.1","Complete",5.52208,70.5,"chromosome:NZ_CP024315.1/CP024315.1",,1,4940,"2017-11-02T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/725/GCF_002741725.1_ASM274172v1"
"Flavobacterium columnare","Bacteria;FCB group;Bacteroidota/Chlorobiota group","FCO-F9","SAMN15043832","PRJNA598450","GCA_014844775.1","Complete",3.26127,31.7,"chromosome:NZ_CP054518.1/CP054518.1",,1,2758,"2020-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/844/775/GCA_014844775.1_ASM1484477v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/844/775/GCF_014844775.1_ASM1484477v1"
"Enterococcus mundtii","Bacteria;Terrabacteria group;Bacillota","EMB156","SAMN07459877","PRJNA337899","GCA_002216705.1","Complete",3.01443,38.5,"chromosome:NZ_CP022340.1/CP022340.1",,1,2684,"2017-07-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/705/GCF_002216705.1_ASM221670v1"
"Blattabacterium punctulatus","Bacteria;FCB group;Bacteroidota/Chlorobiota group","CPUmc","SAMN09370213","PRJNA474694","GCA_003226815.1","Complete",0.613221,23.9,"chromosome:NZ_CP029815.1/CP029815.1",,1,548,"2018-06-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/815/GCF_003226815.1_ASM322681v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Bacillota","NCTC8796","SAMEA3662920","PRJEB6403","GCA_901543605.1","Complete",1.80717,37.7,"chromosome 1:NZ_LR594044.1/LR594044.1",,1,1648,"2019-05-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/543/605/GCA_901543605.1_42731_D02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/543/605/GCF_901543605.1_42731_D02"
"Piscirickettsia salmonis","Bacteria;Pseudomonadota;Gammaproteobacteria","BI1","SAMN11338704","PRJNA530908","GCA_009709515.1","Complete",4.07001,39.7231,"chromosome:NZ_CP039234.1/CP039234.1; plasmid unnamed1:NZ_CP039235.1/CP039235.1; plasmid unnamed2:NZ_CP039236.1/CP039236.1; plasmid unnamed3:NZ_CP039237.1/CP039237.1; plasmid unnamed4:NZ_CP039238.1/CP039238.1; plasmid unnamed5:NZ_CP039239.1/CP039239.1",,6,4489,"2019-11-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/709/515/GCF_009709515.1_ASM970951v1"
"Xanthomonas vasicola","Bacteria;Pseudomonadota;Gammaproteobacteria","NCPPB 902","SAMN03140174","PRJNA264637","GCA_000772775.3","Complete",4.91602,63.3,"chromosome:NZ_CP034657.1/CP034657.1",,1,3866,"2018-12-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/775/GCA_000772775.3_ASM77277v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/775/GCF_000772775.3_ASM77277v3"
"Leptospira kirschneri","Bacteria;Spirochaetota;Spirochaetia","I-7","SAMN31747571","PRJNA902115","GCA_026410865.1","Complete",4.3139,35.9081,"chromosome 1:NZ_CP112976.1/CP112976.1; chromosome 2:NZ_CP112977.1/CP112977.1",,2,3322,"2022-11-27T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/410/865/GCF_026410865.1_ASM2641086v1"
"Xanthomonas arboricola","Bacteria;Pseudomonadota;Gammaproteobacteria","1311a","SAMEA7984670","PRJEB42845","GCA_905220695.1","Complete",4.88902,65.7,"chromosome XA1311A:NZ_HG992336.1/HG992336.1",,1,4001,"2021-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/220/695/GCA_905220695.1_XA1311A","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/220/695/GCF_905220695.1_XA1311A"
"Staphylococcus arlettae","Bacteria;Terrabacteria group;Bacillota","P2","SAMD00166936","PRJDB8152","GCA_006741705.1","Complete",2.65226,33.4688,"chromosome:NZ_AP019698.1/AP019698.1; plasmid pSASP2:NZ_AP019699.1/AP019699.1",,2,2462,"2019-06-03T23:03:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/741/705/GCF_006741705.1_ASM674170v1"
"Pseudomonas psychrotolerans","Bacteria;Pseudomonadota;Gammaproteobacteria","YY7","SAMN30115167","PRJNA865516","GCA_024652905.1","Complete",5.22018,65.022,"chromosome:NZ_CP102428.1/CP102428.1; plasmid unnamed1:NZ_CP102429.1/CP102429.1; plasmid unnamed2:NZ_CP102430.1/CP102430.1",,3,4750,"2022-08-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/652/905/GCF_024652905.1_ASM2465290v1"
"Rhodococcus rhodochrous","Bacteria;Terrabacteria group;Actinomycetota","ATCC BAA870","SAMN09909133","PRJNA487734","GCA_009883715.1","Complete",5.90382,67.8026,"chromosome:NZ_CP032675.1/CP032675.1; plasmid pNit:NZ_CP032676.1/CP032676.1",,2,5178,"2020-01-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/883/715/GCF_009883715.1_ASM988371v1"
"Wolbachia pipientis","Bacteria;Pseudomonadota;Alphaproteobacteria","wAlbB-Q","SAMN20571400","PRJNA751963","GCA_019665805.1","Complete",1.48401,34.4,"chromosome:NZ_CP080546.1/CP080546.1",,1,1284,"2021-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/665/805/GCA_019665805.1_ASM1966580v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/665/805/GCF_019665805.1_ASM1966580v1"
"Elizabethkingia anophelis","Bacteria;FCB group;Bacteroidota/Chlorobiota group","296-96","SAMN13281618","PRJNA589371","GCA_009697265.1","Complete",4.20386,35.8,"chromosome:NZ_CP046080.1/CP046080.1",,1,3817,"2019-11-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/697/265/GCF_009697265.1_ASM969726v1"
"Pseudoalteromonas piscicida","Bacteria;Pseudomonadota;Gammaproteobacteria","DE2-A","SAMN09872678","PRJNA487058","GCA_003429325.1","Complete",5.317,43.4435,"chromosome 1:NZ_CP031761.1/CP031761.1; chromosome 2:NZ_CP031762.1/CP031762.1",,2,4437,"2018-08-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/429/325/GCF_003429325.1_ASM342932v1"
"Citrobacter werkmanii","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_364","SAMN07312408","PRJNA231221","GCA_002386385.1","Complete",4.8851,52.5,"chromosome:NZ_CP023504.1/CP023504.1",,1,4483,"2017-09-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/385/GCF_002386385.1_ASM238638v1"
"Leisingera caerulea","Bacteria;Pseudomonadota;Alphaproteobacteria","S185","SAMN20691938","PRJNA753157","GCA_025139955.1","Complete",4.37495,64.2,"chromosome:NZ_CP081084.1/CP081084.1; plasmid unnamed1:NZ_CP081085.1/CP081085.1; plasmid unnamed2:NZ_CP081086.1/CP081086.1; plasmid unnamed3:NZ_CP081087.1/CP081087.1; plasmid unnamed4:NZ_CP081088.1/CP081088.1; plasmid unnamed5:NZ_CP081089.1/CP081089.1",,6,4073,"2022-09-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/139/955/GCF_025139955.1_ASM2513995v1"
"Atlantibacter hermannii","Bacteria;Pseudomonadota;Gammaproteobacteria","ATCC 33651","SAMN01915842","PRJNA218110","GCA_008064855.1","Complete",4.31532,54.3,"chromosome:NZ_CP042941.1/CP042941.1",,1,3856,"2019-08-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/064/855/GCF_008064855.1_ASM806485v1"
"Pseudomonas monteilii","Bacteria;Pseudomonadota;Gammaproteobacteria","NMI10873_11","SAMN23773731","PRJNA788750","GCA_021282645.2","Complete",6.21818,61.6,"chromosome:NZ_CP128547.1/CP128547.1",,1,5584,"2023-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/282/645/GCA_021282645.2_ASM2128264v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/282/645/GCF_021282645.2_ASM2128264v2"
"Planktothrix agardhii","Bacteria;Terrabacteria group;Cyanobacteriota/Melainabacteria group","No.66","SAMEA7326068","PRJEB40445","GCA_904830855.1","Complete",4.94768,39.7038,"chromosome I:NZ_LR882963.1/LR882963.1; plasmid p1:NZ_LR882964.1/LR882964.1; plasmid p2:NZ_LR882965.1/LR882965.1; plasmid p3:NZ_LR882966.1/LR882966.1",,4,4329,"2022-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/830/855/GCA_904830855.1_PA_No.66","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/855/GCF_904830855.1_PA_No.66"
"Nocardia cyriacigeorgica GUH-2","Bacteria;Terrabacteria group;Actinomycetota","GUH-2","SAMEA2272802","PRJEA79001","GCA_000284035.1","Complete",6.19465,68.4,"chromosome:NC_016887.1/FO082843.1",,1,5496,"2012-02-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/035/GCA_000284035.1_ASM28403v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/035/GCF_000284035.1_ASM28403v1"
"Weissella confusa","Bacteria;Terrabacteria group;Bacillota","WiKim51","SAMN31445554","PRJNA894300","GCA_025960385.1","Complete",2.3327,44.799,"chromosome:NZ_CP110106.1/CP110106.1; plasmid pWiKim51_01:NZ_CP110107.1/CP110107.1",,2,2170,"2022-11-02T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/960/385/GCF_025960385.1_ASM2596038v1"
"Rhizobium phaseoli","Bacteria;Pseudomonadota;Alphaproteobacteria","R744","SAMN03998636","PRJNA293118","GCA_001664185.1","Complete",6.66205,61.3994,"chromosome:NZ_CP013522.1/CP013522.1; plasmid pRphaR744a:NZ_CP013523.1/CP013523.1; plasmid pRphaR744b:NZ_CP013524.1/CP013524.1; plasmid pRphaR744c:NZ_CP013525.1/CP013525.1; plasmid pRphaR744d:NZ_CP013526.1/CP013526.1",,5,6196,"2016-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/664/185/GCF_001664185.1_ASM166418v1"
"Xanthomonas fragariae","Bacteria;Pseudomonadota;Gammaproteobacteria","Fap21","SAMN05505397","PRJNA336188","GCA_001705565.1","Complete",4.2827,62.2722,"chromosome:NZ_CP016830.1/CP016830.1; plasmid pFap21-1:NZ_CP016831.1/CP016831.1; plasmid pFap21-2:NZ_CP016832.1/CP016832.1",,3,3243,"2016-08-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/565/GCF_001705565.1_ASM170556v1"
"Gordonia terrae","Bacteria;Terrabacteria group;Actinomycetota","RL-JC02","SAMN14267114","PRJNA609954","GCA_011290605.1","Complete",5.31285,67.8665,"chromosome:NZ_CP049836.1/CP049836.1; plasmid pPAE01:NZ_CP049837.1/CP049837.1",,2,4627,"2020-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/290/605/GCA_011290605.1_ASM1129060v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/290/605/GCF_011290605.1_ASM1129060v1"
"Pseudomonas fragi","Bacteria;Pseudomonadota;Gammaproteobacteria","A13BB","SAMN16870916","PRJNA610978","GCA_015767515.1","Complete",4.94046,59.4,"chromosome:NZ_CP065202.1/CP065202.1",,1,4374,"2020-12-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/767/515/GCA_015767515.1_ASM1576751v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/767/515/GCF_015767515.1_ASM1576751v1"
"Vibrio cyclitrophicus","Bacteria;Pseudomonadota;Gammaproteobacteria","ED653","SAMN16631346","PRJNA669220","GCA_023206035.1","Complete",5.12941,43.6849,"chromosome ED653-c1:NZ_CP065206.1/CP065206.1; chromosome ED653-c2:NZ_CP065207.1/CP065207.1; plasmid p-ED653:NZ_CP065208.1/CP065208.1",,3,4329,"2022-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/206/035/GCA_023206035.1_ASM2320603v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/206/035/GCF_023206035.1_ASM2320603v1"
"Moraxella osloensis","Bacteria;Pseudomonadota;Gammaproteobacteria","YHS","SAMN07501683","PRJNA398105","GCA_002752755.2","Complete",2.82132,43.4142,"chromosome:NZ_CP024176.2/CP024176.2; plasmid pYHS1:NZ_CP024177.1/CP024177.1; plasmid pYHS2:NZ_CP024178.1/CP024178.1; plasmid pYHS3:NZ_CP024179.1/CP024179.1",,4,2380,"2017-11-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/755/GCF_002752755.2_ASM275275v2"
"Enterococcus cecorum","Bacteria;Terrabacteria group;Bacillota","CIRMBP-1274","SAMEA12751128","PRJEB50514","GCA_947055105.1","Complete",2.47924,36.5,"chromosome 1:OX346407.1",,1,2415,"2023-01-11T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/055/105/GCF_947055105.1_CIRMBP-1274_assembly"
"Staphylococcus delphini","Bacteria;Terrabacteria group;Bacillota","245-1","SAMN16455394","PRJNA655524","GCA_018219245.1","Complete",2.70865,38.1,"chromosome:NZ_CP063368.1/CP063368.1",,1,2433,"2021-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/219/245/GCA_018219245.1_ASM1821924v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/219/245/GCF_018219245.1_ASM1821924v1"
"Pseudomonas chlororaphis subsp. aureofaciens","Bacteria;Pseudomonadota;Gammaproteobacteria","DSM 6698","SAMN08359186","PRJNA433211","GCA_003851905.1","Complete",7.03785,62.7,"chromosome:NZ_CP027720.1/CP027720.1",,1,6241,"2018-11-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/905/GCF_003851905.1_ASM385190v1"
"Acinetobacter bereziniae","Bacteria;Pseudomonadota;Gammaproteobacteria","XH901","SAMN06066181","PRJNA355181","GCA_002813045.1","Complete",4.50912,38.1,"chromosome:NZ_CP018259.1/CP018259.1",,1,4077,"2017-12-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/045/GCF_002813045.1_ASM281304v1"
"Serratia plymuthica","Bacteria;Pseudomonadota;Gammaproteobacteria","3Rp8","SAMN03841799","PRJNA289082","GCA_001663115.1","Complete",5.54604,56.1,"chromosome:NZ_CP012096.1/CP012096.1",,1,5015,"2016-06-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/115/GCF_001663115.1_ASM166311v1"
"Alcaligenes faecalis","Bacteria;Pseudomonadota;Betaproteobacteria","c16","SAMN07602053","PRJNA397933","GCA_016807785.1","Complete",4.30235,56.3,"chromosome:NZ_CP023256.1/CP023256.1",,1,3847,"2021-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/807/785/GCA_016807785.1_ASM1680778v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/807/785/GCF_016807785.1_ASM1680778v1"
"Phaeobacter inhibens","Bacteria;Pseudomonadota;Alphaproteobacteria","M628","SAMN20717740","PRJNA753157","GCA_025142755.1","Complete",4.30125,59.8109,"chromosome:NZ_CP081230.1/CP081230.1; plasmid unnamed1:NZ_CP081231.1/CP081231.1; plasmid unnamed2:NZ_CP081232.1/CP081232.1; plasmid unnamed3:NZ_CP081233.1/CP081233.1; plasmid unnamed4:NZ_CP081234.1/CP081234.1",,5,3975,"2022-09-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/142/755/GCF_025142755.1_ASM2514275v1"
